country_code,latest_gdp,avg_shock_growth,speed_2008,quality_2008,speed_2020,quality_2020,avg_employment,avg_dependency,avg_inflation,cluster,cluster_name
TKM,18662.299,6.076620786748899,1.0,140.64419665739604,1.0,117.30053877192144,45.27455714285714,62.43905383528124,205.0251832685198,0.0,Resilient Emerging
TLS,3890.9575,12.137600625507972,1.0,128.6568462312707,1.0,84.8706878932449,66.53785714285713,79.36083244612972,4.2771,0.0,Resilient Emerging
TON,7030.419,0.08053803451675279,3.0,106.18873319033054,1.0,102.50158955473368,55.15676470588235,77.35627758691338,5.234157784487048,0.0,Resilient Emerging
TTO,31960.156,-2.8215718329383885,2.0,99.9313524064524,,92.43792362178496,57.108428571428576,43.786156117241994,5.311754230131716,,
TUN,12774.916,-0.10042938000029156,1.0,103.91589406682064,,95.5229206619016,40.3675,52.883839538131355,4.751638204768768,,
TUR,36154.492,1.2705075601986773,3.0,109.2990014005667,1.0,122.01769364539288,46.089571428571425,53.162123415794404,36.0456210878394,0.0,Resilient Emerging
TUV,5812.3994,-0.2556830143713049,7.0,98.65058488923142,1.0,109.83307106159236,,66.21305678372677,2.917088219993255,,
TZA,3713.263,1.4594835432588575,1.0,114.69258331352825,1.0,103.907467892024,83.3295,90.41038170119987,11.06523977630101,0.0,Resilient Emerging
UGA,2879.6702,2.2736419260196734,1.0,119.27917711427231,2.0,103.7794717964556,72.89672857142857,103.08725462132954,9.444700434511473,0.0,Resilient Emerging
UKR,16319.845,-2.669824196478021,,96.78863312066704,1.0,90.24981352650786,52.10877142857143,46.00187730039998,181.14557325462212,,
URY,32038.773,2.363046114021669,1.0,125.45402920501463,2.0,103.494368351635,56.0878,57.37937689379439,19.77037697789791,0.0,Resilient Emerging
USA,75489.266,-0.23229697745577305,5.0,98.26916835280926,1.0,107.30130251213237,60.44247142857143,50.576601063473426,2.6988573079511444,2.0,Struggling Developed
UZB,10450.205,4.836152963284396,1.0,128.03377182046458,1.0,114.30659021926128,52.71078571428571,61.544773498589116,102.50278103843807,0.0,Resilient Emerging
VCT,18714.2,-0.23934355450678513,5.0,95.8968020213857,2.0,109.12245250247092,52.84921428571429,57.545570474743315,2.1642515795423862,2.0,Struggling Developed
VIR,46479.3,-0.6558697957942337,,87.34236766769162,1.0,,52.30323809523809,55.45431084308556,,,
VNM,14415.216,2.790773195247281,1.0,119.22671247560194,1.0,116.48795806619772,74.34467142857142,54.76915994373538,10.113203473385836,0.0,Resilient Emerging
VUT,3172.0476,-1.8866661762078714,1.0,103.27698820006484,,91.53292984881858,64.56644285714286,79.46049471677999,3.0128857087407797,,
WB_EAP,24015.938,3.1681732503790503,1.0,120.98470099091718,1.0,113.45152154843426,66.99096302857143,,,0.0,Resilient Emerging
WB_ECA,44818.54,-0.5543475228924399,3.0,100.98096116219412,1.0,105.60937179735528,52.94020484285714,,,2.0,Struggling Developed
WB_LAC,19959.44,-0.33627164445109425,2.0,107.91204279567276,2.0,104.09723035345482,58.4074208,,,0.0,Resilient Emerging
WB_MENAP,14355.141,-0.029857827943960302,1.0,105.82093305678714,2.0,103.14092086861385,43.98000184285714,,,3.0,Resilient Low-Income
WB_NA,73462.04,-0.32305264653685883,5.0,98.39412350611587,1.0,106.55849365873992,60.468166014285714,,,2.0,Struggling Developed
WB_SA,9654.166,2.6311591046910827,1.0,120.07009117399576,1.0,116.69157053475784,52.28776557142857,,,0.0,Resilient Emerging
WB_SSA,4872.6357,-0.3655002458288008,1.0,108.81081850577152,,97.05291183996393,67.52930845714286,,,,
WSM,7686.2495,-2.1024539908116564,1.0,110.03603626136326,3.0,104.97936382076632,50.75828571428571,78.83811947684784,4.004755018621446,3.0,Resilient Low-Income
ZAF,13597.654,-1.2804401278371789,2.0,102.98237530682258,,95.4204060986562,41.7139,58.48523465180745,6.5733966747628525,,
ZMB,3708.069,1.7846185073529641,1.0,119.28548720422636,3.0,102.28089755433022,52.90801428571429,94.0951002407551,30.8471615849434,3.0,Resilient Low-Income
ZWE,5215.253,-2.4217577323233686,2.0,120.02976370119369,2.0,104.48910116091336,62.064771428571426,87.55032502335438,72.2796338707958,0.0,Resilient Emerging
